[[(0,00) -1,98	18,00	16,02 (12,00)	4,80	0,42	0,00], [(0,00) -13,98	24,00	10,02 (0,00)	4,95	3,67	0,00], [(0,00) -7,98	24,00	16,02 (0,00)	4,70	7,91	0,00]]
[[(0,00) -1,98	18,00	16,02 (11,00)	4,80	0,42	0,00], [(0,00) -12,98	24,00	11,02 (1,00)	4,90	3,71	0,00], [(0,00) -7,98	24,00	16,02 (0,00)	4,70	7,95	0,00]]
[[(0,00) -1,98	18,00	16,02 (11,00)	4,80	0,42	0,00], [(0,00) -12,98	24,00	11,02 (0,00)	4,90	3,71	0,00], [(0,00) -6,98	24,00	17,02 (1,00)	4,68	7,96	0,00]]
[[(0,00) -1,98	18,00	16,02 (11,00)	4,80	0,42	0,00], [(0,00) -12,98	24,00	11,02 (0,00)	4,90	3,71	0,00], [(0,00) -6,98	24,00	17,02 (1,00)	4,68	7,96	0,00]]
[[(0,00) -1,98	18,00	16,02 (11,00)	4,80	0,42	0,00], [(0,00) -12,98	24,00	11,02 (0,00)	4,90	3,71	0,00], [(0,00) -6,98	23,00	16,02 (0,00)	4,70	7,20	0,00]]
[[(0,00) -1,98	18,00	16,02 (11,00)	4,80	0,42	0,00], [(0,00) -12,98	23,00	10,02 (0,00)	4,92	2,94	0,00], [(0,00) -7,98	24,00	16,02 (0,00)	4,70	7,19	0,00]]
[[(0,00) -1,98	18,00	16,02 (10,00)	4,80	0,42	0,00], [(0,00) -11,98	24,00	12,02 (2,00)	4,85	3,74	0,00], [(0,00) -7,98	24,00	16,02 (0,00)	4,70	7,98	0,00]]
[[(0,00) -1,98	18,00	16,02 (10,00)	4,80	0,42	0,00], [(0,00) -11,98	24,00	12,02 (1,00)	4,85	3,74	0,00], [(0,00) -6,98	24,00	17,02 (1,00)	4,68	8,00	0,00]]
[[(0,00) -1,98	18,00	16,02 (10,00)	4,80	0,42	0,00], [(0,00) -11,98	24,00	12,02 (1,00)	4,85	3,74	0,00], [(0,00) -6,98	24,00	17,02 (1,00)	4,68	8,00	0,00]]
[[(0,00) -1,98	18,00	16,02 (10,00)	4,80	0,42	0,00], [(0,00) -11,98	24,00	12,02 (1,00)	4,85	3,74	0,00], [(0,00) -6,98	23,00	16,02 (0,00)	4,70	7,23	0,00]]
[[(0,00) -1,98	18,00	16,02 (10,00)	4,80	0,42	0,00], [(0,00) -11,98	24,00	12,02 (0,00)	4,85	3,74	0,00], [(0,00) -5,98	24,00	18,02 (2,00)	4,66	8,01	0,00]]
[[(0,00) -1,98	18,00	16,02 (10,00)	4,80	0,42	0,00], [(0,00) -11,98	24,00	12,02 (0,00)	4,85	3,74	0,00], [(0,00) -5,98	24,00	18,02 (2,00)	4,66	8,01	0,00]]
[[(0,00) -1,98	18,00	16,02 (10,00)	4,80	0,42	0,00], [(0,00) -11,98	24,00	12,02 (0,00)	4,85	3,74	0,00], [(0,00) -5,98	24,00	18,02 (2,00)	4,66	8,01	0,00]]
[[(0,00) -1,98	18,00	16,02 (10,00)	4,80	0,42	0,00], [(0,00) -11,98	24,00	12,02 (0,00)	4,85	3,74	0,00], [(0,00) -5,98	23,00	17,02 (1,00)	4,68	7,24	0,00]]
[[(0,00) -1,98	18,00	16,02 (10,00)	4,80	0,42	0,00], [(0,00) -11,98	24,00	12,02 (0,00)	4,85	3,74	0,00], [(0,00) -5,98	23,00	17,02 (1,00)	4,68	7,24	0,00]]
[[(0,00) -1,98	18,00	16,02 (10,00)	4,80	0,42	0,00], [(0,00) -11,98	24,00	12,02 (0,00)	4,85	3,74	0,00], [(0,00) -5,98	22,00	16,02 (0,00)	4,70	6,49	0,00]]
[[(0,00) -1,98	18,00	16,02 (10,00)	4,80	0,42	0,00], [(0,00) -11,98	23,00	11,02 (1,00)	4,87	2,98	0,00], [(0,00) -7,98	24,00	16,02 (0,00)	4,70	7,22	0,00]]
[[(0,00) -1,98	18,00	16,02 (10,00)	4,80	0,42	0,00], [(0,00) -11,98	23,00	11,02 (0,00)	4,87	2,98	0,00], [(0,00) -6,98	24,00	17,02 (1,00)	4,68	7,23	0,00]]
[[(0,00) -1,98	18,00	16,02 (10,00)	4,80	0,42	0,00], [(0,00) -11,98	23,00	11,02 (0,00)	4,87	2,98	0,00], [(0,00) -6,98	24,00	17,02 (1,00)	4,68	7,23	0,00]]
[[(0,00) -1,98	18,00	16,02 (10,00)	4,80	0,42	0,00], [(0,00) -11,98	23,00	11,02 (0,00)	4,87	2,98	0,00], [(0,00) -6,98	23,00	16,02 (0,00)	4,70	6,47	0,00]]
[[(0,00) -1,98	18,00	16,02 (10,00)	4,80	0,42	0,00], [(0,00) -11,98	22,00	10,02 (0,00)	4,89	2,20	0,00], [(0,00) -7,98	24,00	16,02 (0,00)	4,70	6,44	0,00]]
[[(0,00) -1,98	18,00	16,02 (9,00)	4,80	0,42	0,00], [(0,00) -10,98	24,00	13,02 (3,00)	4,80	3,76	0,00], [(0,00) -7,98	24,00	16,02 (0,00)	4,70	8,01	0,00]]
[[(0,00) -1,98	18,00	16,02 (9,00)	4,80	0,42	0,00], [(0,00) -10,98	24,00	13,02 (2,00)	4,80	3,76	0,00], [(0,00) -6,98	24,00	17,02 (1,00)	4,68	8,02	0,00]]
[[(0,00) -1,98	18,00	16,02 (9,00)	4,80	0,42	0,00], [(0,00) -10,98	24,00	13,02 (2,00)	4,80	3,76	0,00], [(0,00) -6,98	24,00	17,02 (1,00)	4,68	8,02	0,00]]
[[(0,00) -1,98	18,00	16,02 (9,00)	4,80	0,42	0,00], [(0,00) -10,98	24,00	13,02 (2,00)	4,80	3,76	0,00], [(0,00) -6,98	23,00	16,02 (0,00)	4,70	7,26	0,00]]
[[(0,00) -1,98	18,00	16,02 (9,00)	4,80	0,42	0,00], [(0,00) -10,98	24,00	13,02 (1,00)	4,80	3,76	0,00], [(0,00) -5,98	24,00	18,02 (2,00)	4,66	8,03	0,00]]
[[(0,00) -1,98	18,00	16,02 (9,00)	4,80	0,42	0,00], [(0,00) -10,98	24,00	13,02 (1,00)	4,80	3,76	0,00], [(0,00) -5,98	24,00	18,02 (2,00)	4,66	8,03	0,00]]
[[(0,00) -1,98	18,00	16,02 (9,00)	4,80	0,42	0,00], [(0,00) -10,98	24,00	13,02 (1,00)	4,80	3,76	0,00], [(0,00) -5,98	24,00	18,02 (2,00)	4,66	8,03	0,00]]
[[(0,00) -1,98	18,00	16,02 (9,00)	4,80	0,42	0,00], [(0,00) -10,98	24,00	13,02 (1,00)	4,80	3,76	0,00], [(0,00) -5,98	23,00	17,02 (1,00)	4,68	7,27	0,00]]
[[(0,00) -1,98	18,00	16,02 (9,00)	4,80	0,42	0,00], [(0,00) -10,98	24,00	13,02 (1,00)	4,80	3,76	0,00], [(0,00) -5,98	23,00	17,02 (1,00)	4,68	7,27	0,00]]
[[(0,00) -1,98	18,00	16,02 (9,00)	4,80	0,42	0,00], [(0,00) -10,98	24,00	13,02 (1,00)	4,80	3,76	0,00], [(0,00) -5,98	22,00	16,02 (0,00)	4,70	6,52	0,00]]
[[(0,00) -1,98	18,00	16,02 (9,00)	4,80	0,42	0,00], [(0,00) -10,98	24,00	13,02 (0,00)	4,80	3,76	0,00], [(0,00) -4,98	24,00	19,02 (3,00)	4,64	8,04	0,00]]
[[(0,00) -1,98	18,00	16,02 (9,00)	4,80	0,42	0,00], [(0,00) -10,98	24,00	13,02 (0,00)	4,80	3,76	0,00], [(0,00) -4,98	24,00	19,02 (3,00)	4,64	8,04	0,00]]
[[(0,00) -1,98	18,00	16,02 (9,00)	4,80	0,42	0,00], [(0,00) -10,98	24,00	13,02 (0,00)	4,80	3,76	0,00], [(0,00) -4,98	24,00	19,02 (3,00)	4,64	8,04	0,00]]
[[(0,00) -1,98	18,00	16,02 (9,00)	4,80	0,42	0,00], [(0,00) -10,98	24,00	13,02 (0,00)	4,80	3,76	0,00], [(0,00) -4,98	24,00	19,02 (3,00)	4,64	8,04	0,00]]
[[(0,00) -1,98	18,00	16,02 (9,00)	4,80	0,42	0,00], [(0,00) -10,98	24,00	13,02 (0,00)	4,80	3,76	0,00], [(0,00) -4,98	23,00	18,02 (2,00)	4,66	7,28	0,00]]
[[(0,00) -1,98	18,00	16,02 (9,00)	4,80	0,42	0,00], [(0,00) -10,98	24,00	13,02 (0,00)	4,80	3,76	0,00], [(0,00) -4,98	23,00	18,02 (2,00)	4,66	7,28	0,00]]
[[(0,00) -1,98	18,00	16,02 (9,00)	4,80	0,42	0,00], [(0,00) -10,98	24,00	13,02 (0,00)	4,80	3,76	0,00], [(0,00) -4,98	23,00	18,02 (2,00)	4,66	7,28	0,00]]
[[(0,00) -1,98	18,00	16,02 (9,00)	4,80	0,42	0,00], [(0,00) -10,98	24,00	13,02 (0,00)	4,80	3,76	0,00], [(0,00) -4,98	22,00	17,02 (1,00)	4,68	6,53	0,00]]
[[(0,00) -1,98	18,00	16,02 (9,00)	4,80	0,42	0,00], [(0,00) -10,98	24,00	13,02 (0,00)	4,80	3,76	0,00], [(0,00) -4,98	22,00	17,02 (1,00)	4,68	6,53	0,00]]
[[(0,00) -1,98	18,00	16,02 (9,00)	4,80	0,42	0,00], [(0,00) -10,98	24,00	13,02 (0,00)	4,80	3,76	0,00], [(0,00) -4,98	21,00	16,02 (0,00)	4,71	5,75	0,00]]
[[(0,00) -1,98	18,00	16,02 (9,00)	4,80	0,42	0,00], [(0,00) -10,98	23,00	12,02 (2,00)	4,82	3,00	0,00], [(0,00) -7,98	24,00	16,02 (0,00)	4,70	7,25	0,00]]
[[(0,00) -1,98	18,00	16,02 (9,00)	4,80	0,42	0,00], [(0,00) -10,98	23,00	12,02 (1,00)	4,82	3,00	0,00], [(0,00) -6,98	24,00	17,02 (1,00)	4,68	7,26	0,00]]
[[(0,00) -1,98	18,00	16,02 (9,00)	4,80	0,42	0,00], [(0,00) -10,98	23,00	12,02 (1,00)	4,82	3,00	0,00], [(0,00) -6,98	24,00	17,02 (1,00)	4,68	7,26	0,00]]
[[(0,00) -1,98	18,00	16,02 (9,00)	4,80	0,42	0,00], [(0,00) -10,98	23,00	12,02 (1,00)	4,82	3,00	0,00], [(0,00) -6,98	23,00	16,02 (0,00)	4,70	6,50	0,00]]
[[(0,00) -1,98	18,00	16,02 (9,00)	4,80	0,42	0,00], [(0,00) -10,98	23,00	12,02 (0,00)	4,82	3,00	0,00], [(0,00) -5,98	24,00	18,02 (2,00)	4,66	7,27	0,00]]
[[(0,00) -1,98	18,00	16,02 (9,00)	4,80	0,42	0,00], [(0,00) -10,98	23,00	12,02 (0,00)	4,82	3,00	0,00], [(0,00) -5,98	24,00	18,02 (2,00)	4,66	7,27	0,00]]
[[(0,00) -1,98	18,00	16,02 (9,00)	4,80	0,42	0,00], [(0,00) -10,98	23,00	12,02 (0,00)	4,82	3,00	0,00], [(0,00) -5,98	24,00	18,02 (2,00)	4,66	7,27	0,00]]
[[(0,00) -1,98	18,00	16,02 (9,00)	4,80	0,42	0,00], [(0,00) -10,98	23,00	12,02 (0,00)	4,82	3,00	0,00], [(0,00) -5,98	23,00	17,02 (1,00)	4,68	6,51	0,00]]
[[(0,00) -1,98	18,00	16,02 (9,00)	4,80	0,42	0,00], [(0,00) -10,98	23,00	12,02 (0,00)	4,82	3,00	0,00], [(0,00) -5,98	23,00	17,02 (1,00)	4,68	6,51	0,00]]
[[(0,00) -1,98	18,00	16,02 (9,00)	4,80	0,42	0,00], [(0,00) -10,98	23,00	12,02 (0,00)	4,82	3,00	0,00], [(0,00) -5,98	22,00	16,02 (0,00)	4,70	5,76	0,00]]
[[(0,00) -1,98	18,00	16,02 (9,00)	4,80	0,42	0,00], [(0,00) -10,98	22,00	11,02 (1,00)	4,85	2,23	0,00], [(0,00) -7,98	24,00	16,02 (0,00)	4,70	6,48	0,00]]
[[(0,00) -1,98	18,00	16,02 (9,00)	4,80	0,42	0,00], [(0,00) -10,98	22,00	11,02 (0,00)	4,85	2,23	0,00], [(0,00) -6,98	24,00	17,02 (1,00)	4,68	6,49	0,00]]
[[(0,00) -1,98	18,00	16,02 (9,00)	4,80	0,42	0,00], [(0,00) -10,98	22,00	11,02 (0,00)	4,85	2,23	0,00], [(0,00) -6,98	24,00	17,02 (1,00)	4,68	6,49	0,00]]
