[[(0,00) -1,98	14,00	12,02 (1,00)	5,16	3,81	0,00], [(0,00) -6,98	22,00	15,02 (3,00)	4,72	1,07	0,00], [(0,00) -5,98	24,00	18,02 (2,00)	4,66	3,20	0,00]]
[[(0,00) -1,98	14,00	12,02 (0,00)	5,16	3,81	0,00], [(0,00) -5,98	20,00	14,02 (0,00)	4,77	2,64	0,00], [(0,00) -3,98	21,00	17,02 (1,00)	4,69	0,65	0,00]]
[[(0,00) -1,98	14,00	12,02 (0,00)	5,16	3,81	0,00], [(0,00) -5,98	20,00	14,02 (0,00)	4,77	2,64	0,00], [(0,00) -3,98	20,00	16,02 (0,00)	4,73	1,46	0,00]]
[[(0,00) -1,98	15,00	13,02 (1,00)	5,05	2,95	0,00], [(0,00) -5,98	19,00	13,02 (1,00)	4,81	2,56	0,00], [(0,00) -5,98	22,00	16,02 (0,00)	4,70	0,20	0,00]]
[[(0,00) -1,98	15,00	13,02 (0,00)	5,05	2,95	0,00], [(0,00) -4,98	21,00	16,02 (3,00)	4,71	0,96	0,00], [(0,00) -4,98	21,00	16,02 (0,00)	4,71	1,02	0,00]]
[[(0,00) -1,98	15,00	13,02 (0,00)	5,05	2,95	0,00], [(0,00) -4,98	20,00	15,02 (1,00)	4,75	1,77	0,00], [(0,00) -3,98	22,00	18,02 (2,00)	4,67	1,01	0,00]]
[[(0,00) -1,98	15,00	13,02 (0,00)	5,05	2,95	0,00], [(0,00) -4,98	20,00	15,02 (1,00)	4,75	1,77	0,00], [(0,00) -3,98	21,00	17,02 (1,00)	4,69	0,22	0,00]]
[[(0,00) -1,98	15,00	13,02 (0,00)	5,05	2,95	0,00], [(0,00) -4,98	20,00	15,02 (1,00)	4,75	1,77	0,00], [(0,00) -3,98	20,00	16,02 (0,00)	4,73	0,58	0,00]]
[[(0,00) -1,98	15,00	13,02 (0,00)	5,05	2,95	0,00], [(0,00) -4,98	19,00	14,02 (1,00)	4,79	2,55	0,00], [(0,00) -4,98	24,00	19,02 (3,00)	4,64	1,72	0,00]]
[[(0,00) -1,98	15,00	13,02 (0,00)	5,05	2,95	0,00], [(0,00) -4,98	19,00	14,02 (1,00)	4,79	2,55	0,00], [(0,00) -4,98	23,00	18,02 (2,00)	4,66	0,96	0,00]]
[[(0,00) -1,98	15,00	13,02 (0,00)	5,05	2,95	0,00], [(0,00) -4,98	19,00	14,02 (1,00)	4,79	2,55	0,00], [(0,00) -4,98	22,00	17,02 (1,00)	4,68	0,21	0,00]]
[[(0,00) -1,98	15,00	13,02 (0,00)	5,05	2,95	0,00], [(0,00) -4,98	19,00	14,02 (1,00)	4,79	2,55	0,00], [(0,00) -4,98	21,00	16,02 (0,00)	4,71	0,57	0,00]]
[[(0,00) -1,98	15,00	13,02 (0,00)	5,05	2,95	0,00], [(0,00) -4,98	19,00	14,02 (0,00)	4,79	2,55	0,00], [(0,00) -3,98	24,00	20,02 (4,00)	4,63	1,73	0,00]]
[[(0,00) -1,98	15,00	13,02 (0,00)	5,05	2,95	0,00], [(0,00) -4,98	19,00	14,02 (0,00)	4,79	2,55	0,00], [(0,00) -3,98	23,00	19,02 (3,00)	4,65	0,97	0,00]]
[[(0,00) -1,98	15,00	13,02 (0,00)	5,05	2,95	0,00], [(0,00) -4,98	19,00	14,02 (0,00)	4,79	2,55	0,00], [(0,00) -3,98	22,00	18,02 (2,00)	4,67	0,22	0,00]]
[[(0,00) -1,98	15,00	13,02 (0,00)	5,05	2,95	0,00], [(0,00) -4,98	19,00	14,02 (0,00)	4,79	2,55	0,00], [(0,00) -3,98	21,00	17,02 (1,00)	4,69	0,56	0,00]]
[[(0,00) -1,98	15,00	13,02 (0,00)	5,05	2,95	0,00], [(0,00) -4,98	19,00	14,02 (0,00)	4,79	2,55	0,00], [(0,00) -3,98	20,00	16,02 (0,00)	4,73	1,37	0,00]]
[[(0,00) -1,98	15,00	13,02 (0,00)	5,05	2,95	0,00], [(0,00) -4,98	18,00	13,02 (0,00)	4,85	3,37	0,00], [(0,00) -4,98	24,00	19,02 (3,00)	4,64	0,91	0,00]]
[[(0,00) -1,98	15,00	13,02 (0,00)	5,05	2,95	0,00], [(0,00) -4,98	18,00	13,02 (0,00)	4,85	3,37	0,00], [(0,00) -4,98	23,00	18,02 (2,00)	4,66	0,14	0,00]]
[[(0,00) -1,98	15,00	13,02 (0,00)	5,05	2,95	0,00], [(0,00) -4,98	18,00	13,02 (0,00)	4,85	3,37	0,00], [(0,00) -4,98	22,00	17,02 (1,00)	4,68	0,60	0,00]]
[[(0,00) -1,98	15,00	13,02 (0,00)	5,05	2,95	0,00], [(0,00) -4,98	18,00	13,02 (0,00)	4,85	3,37	0,00], [(0,00) -4,98	21,00	16,02 (0,00)	4,71	1,39	0,00]]
[[(0,00) -1,98	16,00	14,02 (1,00)	4,95	2,09	0,00], [(0,00) -4,98	19,00	14,02 (0,00)	4,79	1,70	0,00], [(0,00) -3,98	21,00	17,02 (1,00)	4,69	0,29	0,00]]
[[(0,00) -1,98	16,00	14,02 (1,00)	4,95	2,09	0,00], [(0,00) -4,98	19,00	14,02 (0,00)	4,79	1,70	0,00], [(0,00) -3,98	20,00	16,02 (0,00)	4,73	0,51	0,00]]
[[(0,00) -1,98	16,00	14,02 (0,00)	4,95	2,09	0,00], [(0,00) -3,98	21,00	17,02 (3,00)	4,69	0,10	0,00], [(0,00) -3,98	21,00	17,02 (1,00)	4,69	1,89	0,00]]
[[(0,00) -1,98	16,00	14,02 (0,00)	4,95	2,09	0,00], [(0,00) -3,98	21,00	17,02 (3,00)	4,69	0,10	0,00], [(0,00) -3,98	20,00	16,02 (0,00)	4,73	1,08	0,00]]
[[(0,00) -1,98	16,00	14,02 (0,00)	4,95	2,09	0,00], [(0,00) -3,98	21,00	17,02 (2,00)	4,69	0,10	0,00], [(0,00) -2,98	23,00	20,02 (4,00)	4,64	3,42	0,00]]
[[(0,00) -1,98	16,00	14,02 (0,00)	4,95	2,09	0,00], [(0,00) -3,98	21,00	17,02 (2,00)	4,69	0,10	0,00], [(0,00) -2,98	22,00	19,02 (3,00)	4,66	2,68	0,00]]
[[(0,00) -1,98	16,00	14,02 (0,00)	4,95	2,09	0,00], [(0,00) -3,98	20,00	16,02 (1,00)	4,73	0,91	0,00], [(0,00) -2,98	22,00	19,02 (3,00)	4,66	1,87	0,00]]
[[(0,00) -1,98	16,00	14,02 (0,00)	4,95	2,09	0,00], [(0,00) -3,98	20,00	16,02 (1,00)	4,73	0,91	0,00], [(0,00) -2,98	21,00	18,02 (2,00)	4,68	1,09	0,00]]
[[(0,00) -1,98	16,00	14,02 (0,00)	4,95	2,09	0,00], [(0,00) -3,98	20,00	16,02 (1,00)	4,73	0,91	0,00], [(0,00) -2,98	20,00	17,02 (1,00)	4,72	0,28	0,00]]
[[(0,00) -1,98	16,00	14,02 (0,00)	4,95	2,09	0,00], [(0,00) -3,98	20,00	16,02 (1,00)	4,73	0,91	0,00], [(0,00) -2,98	19,00	16,02 (0,00)	4,76	0,51	0,00]]
[[(0,00) -1,98	16,00	14,02 (0,00)	4,95	2,09	0,00], [(0,00) -3,98	19,00	15,02 (1,00)	4,78	1,70	0,00], [(0,00) -3,98	24,00	20,02 (4,00)	4,63	2,59	0,00]]
[[(0,00) -1,98	16,00	14,02 (0,00)	4,95	2,09	0,00], [(0,00) -3,98	19,00	15,02 (1,00)	4,78	1,70	0,00], [(0,00) -3,98	23,00	19,02 (3,00)	4,65	1,82	0,00]]
[[(0,00) -1,98	16,00	14,02 (0,00)	4,95	2,09	0,00], [(0,00) -3,98	19,00	15,02 (1,00)	4,78	1,70	0,00], [(0,00) -3,98	22,00	18,02 (2,00)	4,67	1,08	0,00]]
[[(0,00) -1,98	16,00	14,02 (0,00)	4,95	2,09	0,00], [(0,00) -3,98	19,00	15,02 (1,00)	4,78	1,70	0,00], [(0,00) -3,98	21,00	17,02 (1,00)	4,69	0,29	0,00]]
[[(0,00) -1,98	16,00	14,02 (0,00)	4,95	2,09	0,00], [(0,00) -3,98	19,00	15,02 (1,00)	4,78	1,70	0,00], [(0,00) -3,98	20,00	16,02 (0,00)	4,73	0,51	0,00]]
[[(0,00) -1,98	16,00	14,02 (0,00)	4,95	2,09	0,00], [(0,00) -3,98	19,00	15,02 (0,00)	4,78	1,70	0,00], [(0,00) -2,98	24,00	21,02 (5,00)	4,62	2,59	0,00]]
[[(0,00) -1,98	16,00	14,02 (0,00)	4,95	2,09	0,00], [(0,00) -3,98	19,00	15,02 (0,00)	4,78	1,70	0,00], [(0,00) -2,98	23,00	20,02 (4,00)	4,64	1,83	0,00]]
[[(0,00) -1,98	16,00	14,02 (0,00)	4,95	2,09	0,00], [(0,00) -3,98	19,00	15,02 (0,00)	4,78	1,70	0,00], [(0,00) -2,98	22,00	19,02 (3,00)	4,66	1,08	0,00]]
[[(0,00) -1,98	16,00	14,02 (0,00)	4,95	2,09	0,00], [(0,00) -3,98	19,00	15,02 (0,00)	4,78	1,70	0,00], [(0,00) -2,98	21,00	18,02 (2,00)	4,68	0,30	0,00]]
[[(0,00) -1,98	16,00	14,02 (0,00)	4,95	2,09	0,00], [(0,00) -3,98	19,00	15,02 (0,00)	4,78	1,70	0,00], [(0,00) -2,98	20,00	17,02 (1,00)	4,72	0,51	0,00]]
[[(0,00) -1,98	16,00	14,02 (0,00)	4,95	2,09	0,00], [(0,00) -3,98	19,00	15,02 (0,00)	4,78	1,70	0,00], [(0,00) -2,98	19,00	16,02 (0,00)	4,76	1,30	0,00]]
[[(0,00) -1,98	16,00	14,02 (0,00)	4,95	2,09	0,00], [(0,00) -3,98	18,00	14,02 (1,00)	4,83	2,52	0,00], [(0,00) -4,98	24,00	19,02 (3,00)	4,64	1,76	0,00]]
[[(0,00) -1,98	16,00	14,02 (0,00)	4,95	2,09	0,00], [(0,00) -3,98	18,00	14,02 (1,00)	4,83	2,52	0,00], [(0,00) -4,98	23,00	18,02 (2,00)	4,66	1,00	0,00]]
[[(0,00) -1,98	16,00	14,02 (0,00)	4,95	2,09	0,00], [(0,00) -3,98	18,00	14,02 (1,00)	4,83	2,52	0,00], [(0,00) -4,98	22,00	17,02 (1,00)	4,68	0,25	0,00]]
