[[(0,00) -1,98	17,00	15,02 (1,00)	4,87	1,26	0,00], [(0,00) -3,98	18,00	14,02 (0,00)	4,83	1,68	0,00], [(0,00) -3,98	18,00	14,02 (0,00)	4,83	2,11	0,00], [(0,00) -3,98	20,00	16,02 (0,00)	4,73	0,92	0,00]]
[[(0,00) -1,98	17,00	15,02 (1,00)	4,87	1,26	0,00], [(0,00) -3,98	17,00	13,02 (0,00)	4,90	2,52	0,00], [(0,00) -4,98	16,00	11,02 (0,00)	4,99	4,60	0,00], [(0,00) -6,98	23,00	16,02 (0,00)	4,70	1,11	0,00]]
[[(0,00) -1,98	17,00	15,02 (0,00)	4,87	1,26	0,00], [(0,00) -2,98	19,00	16,02 (1,00)	4,76	0,86	0,00], [(0,00) -2,98	23,00	20,02 (5,00)	4,64	2,66	0,00], [(0,00) -2,98	24,00	21,02 (5,00)	4,62	6,95	0,00]]
[[(0,00) -1,98	17,00	15,02 (0,00)	4,87	1,26	0,00], [(0,00) -2,98	19,00	16,02 (1,00)	4,76	0,86	0,00], [(0,00) -2,98	22,00	19,02 (4,00)	4,66	1,92	0,00], [(0,00) -2,98	24,00	21,02 (5,00)	4,62	6,21	0,00]]
[[(0,00) -1,98	17,00	15,02 (0,00)	4,87	1,26	0,00], [(0,00) -2,98	19,00	16,02 (1,00)	4,76	0,86	0,00], [(0,00) -2,98	21,00	18,02 (3,00)	4,68	1,14	0,00], [(0,00) -2,98	24,00	21,02 (5,00)	4,62	5,42	0,00]]
[[(0,00) -1,98	17,00	15,02 (0,00)	4,87	1,26	0,00], [(0,00) -2,98	19,00	16,02 (1,00)	4,76	0,86	0,00], [(0,00) -2,98	20,00	17,02 (2,00)	4,72	0,33	0,00], [(0,00) -2,98	24,00	21,02 (5,00)	4,62	4,61	0,00]]
[[(0,00) -1,98	17,00	15,02 (0,00)	4,87	1,26	0,00], [(0,00) -2,98	19,00	16,02 (1,00)	4,76	0,86	0,00], [(0,00) -2,98	20,00	17,02 (2,00)	4,72	0,33	0,00], [(0,00) -2,98	23,00	20,02 (4,00)	4,64	3,85	0,00]]
[[(0,00) -1,98	17,00	15,02 (0,00)	4,87	1,26	0,00], [(0,00) -2,98	19,00	16,02 (1,00)	4,76	0,86	0,00], [(0,00) -2,98	20,00	17,02 (2,00)	4,72	0,33	0,00], [(0,00) -2,98	22,00	19,02 (3,00)	4,66	3,11	0,00]]
[[(0,00) -1,98	17,00	15,02 (0,00)	4,87	1,26	0,00], [(0,00) -2,98	19,00	16,02 (1,00)	4,76	0,86	0,00], [(0,00) -2,98	19,00	16,02 (1,00)	4,76	0,47	0,00], [(0,00) -2,98	24,00	21,02 (5,00)	4,62	3,82	0,00]]
[[(0,00) -1,98	17,00	15,02 (0,00)	4,87	1,26	0,00], [(0,00) -2,98	19,00	16,02 (1,00)	4,76	0,86	0,00], [(0,00) -2,98	19,00	16,02 (1,00)	4,76	0,47	0,00], [(0,00) -2,98	23,00	20,02 (4,00)	4,64	3,06	0,00]]
[[(0,00) -1,98	17,00	15,02 (0,00)	4,87	1,26	0,00], [(0,00) -2,98	19,00	16,02 (1,00)	4,76	0,86	0,00], [(0,00) -2,98	19,00	16,02 (1,00)	4,76	0,47	0,00], [(0,00) -2,98	22,00	19,02 (3,00)	4,66	2,31	0,00]]
[[(0,00) -1,98	17,00	15,02 (0,00)	4,87	1,26	0,00], [(0,00) -2,98	19,00	16,02 (1,00)	4,76	0,86	0,00], [(0,00) -2,98	19,00	16,02 (1,00)	4,76	0,47	0,00], [(0,00) -2,98	21,00	18,02 (2,00)	4,68	1,53	0,00]]
[[(0,00) -1,98	17,00	15,02 (0,00)	4,87	1,26	0,00], [(0,00) -2,98	19,00	16,02 (1,00)	4,76	0,86	0,00], [(0,00) -2,98	18,00	15,02 (0,00)	4,82	1,29	0,00], [(0,00) -2,98	24,00	21,02 (5,00)	4,62	3,00	0,00]]
[[(0,00) -1,98	17,00	15,02 (0,00)	4,87	1,26	0,00], [(0,00) -2,98	19,00	16,02 (1,00)	4,76	0,86	0,00], [(0,00) -2,98	18,00	15,02 (0,00)	4,82	1,29	0,00], [(0,00) -2,98	23,00	20,02 (4,00)	4,64	2,24	0,00]]
[[(0,00) -1,98	17,00	15,02 (0,00)	4,87	1,26	0,00], [(0,00) -2,98	19,00	16,02 (1,00)	4,76	0,86	0,00], [(0,00) -2,98	18,00	15,02 (0,00)	4,82	1,29	0,00], [(0,00) -2,98	22,00	19,02 (3,00)	4,66	1,49	0,00]]
[[(0,00) -1,98	17,00	15,02 (0,00)	4,87	1,26	0,00], [(0,00) -2,98	19,00	16,02 (1,00)	4,76	0,86	0,00], [(0,00) -2,98	17,00	14,02 (0,00)	4,88	2,12	0,00], [(0,00) -3,98	20,00	16,02 (0,00)	4,73	0,94	0,00]]
[[(0,00) -1,98	17,00	15,02 (0,00)	4,87	1,26	0,00], [(0,00) -2,98	18,00	15,02 (1,00)	4,82	1,69	0,00], [(0,00) -3,98	19,00	15,02 (0,00)	4,78	1,29	0,00], [(0,00) -2,98	21,00	18,02 (2,00)	4,68	0,71	0,00]]
