[[-1,98	18,00	16,02	4,80	0,42	0,00], [-1,98	17,00	15,02	4,87	1,69	0,00], [-2,98	18,00	15,02	4,82	2,11	0,00], [(0,00) -2,98	22,00	19,02 (3,00)	4,66	0,67	0,00]]
[[-1,98	18,00	16,02	4,80	0,42	0,00], [-1,98	17,00	15,02	4,87	1,69	0,00], [-2,98	18,00	15,02	4,82	2,11	0,00], [(0,00) -2,98	21,00	18,02 (2,00)	4,68	0,11	0,00]]
[[-1,98	18,00	16,02	4,80	0,42	0,00], [-1,98	17,00	15,02	4,87	1,69	0,00], [-2,98	18,00	15,02	4,82	2,11	0,00], [(0,00) -2,98	20,00	17,02 (1,00)	4,72	0,92	0,00]]
[[-1,98	18,00	16,02	4,80	0,42	0,00], [-1,98	17,00	15,02	4,87	1,69	0,00], [-2,98	18,00	15,02	4,82	2,11	0,00], [(0,00) -2,98	19,00	16,02 (0,00)	4,76	1,71	0,00]]
[[-1,98	17,00	15,02	4,87	1,26	0,00], [-2,98	19,00	16,02	4,76	0,86	0,00], [-1,98	17,00	15,02	4,87	2,13	0,00], [(0,00) -2,98	24,00	21,02 (5,00)	4,62	2,16	0,00]]
[[-1,98	17,00	15,02	4,87	1,26	0,00], [-2,98	19,00	16,02	4,76	0,86	0,00], [-1,98	17,00	15,02	4,87	2,13	0,00], [(0,00) -2,98	23,00	20,02 (4,00)	4,64	1,40	0,00]]
[[-1,98	17,00	15,02	4,87	1,26	0,00], [-2,98	19,00	16,02	4,76	0,86	0,00], [-1,98	17,00	15,02	4,87	2,13	0,00], [(0,00) -2,98	22,00	19,02 (3,00)	4,66	0,66	0,00]]
[[-1,98	17,00	15,02	4,87	1,26	0,00], [-2,98	19,00	16,02	4,76	0,86	0,00], [-1,98	17,00	15,02	4,87	2,13	0,00], [(0,00) -2,98	21,00	18,02 (2,00)	4,68	0,13	0,00]]
[[-1,98	17,00	15,02	4,87	1,26	0,00], [-2,98	19,00	16,02	4,76	0,86	0,00], [-1,98	17,00	15,02	4,87	2,13	0,00], [(0,00) -2,98	20,00	17,02 (1,00)	4,72	0,94	0,00]]
[[-1,98	17,00	15,02	4,87	1,26	0,00], [-2,98	19,00	16,02	4,76	0,86	0,00], [-1,98	17,00	15,02	4,87	2,13	0,00], [(0,00) -2,98	19,00	16,02 (0,00)	4,76	1,73	0,00]]
[[-1,98	17,00	15,02	4,87	1,26	0,00], [-2,98	18,00	15,02	4,82	1,69	0,00], [-2,98	19,00	16,02	4,76	1,29	0,00], [(0,00) -1,98	23,00	21,02 (5,00)	4,63	2,24	0,00]]
[[-1,98	17,00	15,02	4,87	1,26	0,00], [-2,98	18,00	15,02	4,82	1,69	0,00], [-2,98	18,00	15,02	4,82	2,11	0,00], [(0,00) -2,98	24,00	21,02 (5,00)	4,62	2,18	0,00]]
[[-1,98	17,00	15,02	4,87	1,26	0,00], [-2,98	18,00	15,02	4,82	1,69	0,00], [-2,98	18,00	15,02	4,82	2,11	0,00], [(0,00) -2,98	23,00	20,02 (4,00)	4,64	1,42	0,00]]
[[-1,98	17,00	15,02	4,87	1,26	0,00], [-2,98	18,00	15,02	4,82	1,69	0,00], [-2,98	18,00	15,02	4,82	2,11	0,00], [(0,00) -2,98	22,00	19,02 (3,00)	4,66	0,67	0,00]]
[[-1,98	17,00	15,02	4,87	1,26	0,00], [-2,98	18,00	15,02	4,82	1,69	0,00], [-2,98	18,00	15,02	4,82	2,11	0,00], [(0,00) -2,98	21,00	18,02 (2,00)	4,68	0,11	0,00]]
[[-1,98	17,00	15,02	4,87	1,26	0,00], [-2,98	18,00	15,02	4,82	1,69	0,00], [-2,98	18,00	15,02	4,82	2,11	0,00], [(0,00) -2,98	20,00	17,02 (1,00)	4,72	0,92	0,00]]
[[-1,98	17,00	15,02	4,87	1,26	0,00], [-2,98	18,00	15,02	4,82	1,69	0,00], [-2,98	18,00	15,02	4,82	2,11	0,00], [(0,00) -2,98	19,00	16,02 (0,00)	4,76	1,71	0,00]]
[[-1,98	17,00	15,02	4,87	1,26	0,00], [-2,98	18,00	15,02	4,82	1,69	0,00], [-2,98	17,00	14,02	4,88	2,94	0,00], [(0,00) -3,98	21,00	17,02 (1,00)	4,69	0,95	0,00]]
[[-1,98	17,00	15,02	4,87	1,26	0,00], [-2,98	18,00	15,02	4,82	1,69	0,00], [-2,98	17,00	14,02	4,88	2,94	0,00], [(0,00) -3,98	20,00	16,02 (0,00)	4,73	1,76	0,00]]
[[-1,98	17,00	15,02	4,87	1,26	0,00], [-2,98	17,00	14,02	4,88	2,52	0,00], [-3,98	20,00	16,02	4,73	1,33	0,00], [(0,00) -1,98	18,00	16,02 (0,00)	4,80	1,76	0,00]]
