[[(0,00) -1,98	20,00	18,02 (3,00)	4,71	1,19	0,00], [(0,00) -2,98	24,00	21,02 (5,00)	4,62	5,48	0,00]]
[[(0,00) -1,98	19,00	17,02 (2,00)	4,75	0,40	0,00], [(0,00) -2,98	24,00	21,02 (5,00)	4,62	4,69	0,00]]
[[(0,00) -1,98	18,00	16,02 (1,00)	4,80	0,42	0,00], [(0,00) -2,98	24,00	21,02 (5,00)	4,62	3,86	0,00]]
[[(0,00) -1,98	17,00	15,02 (1,00)	4,87	1,26	0,00], [(0,00) -3,98	24,00	20,02 (4,00)	4,63	3,02	0,00]]
[[(0,00) -1,98	17,00	15,02 (1,00)	4,87	1,26	0,00], [(0,00) -3,98	23,00	19,02 (3,00)	4,65	2,26	0,00]]
[[(0,00) -1,98	17,00	15,02 (1,00)	4,87	1,26	0,00], [(0,00) -3,98	22,00	18,02 (2,00)	4,67	1,51	0,00]]
[[(0,00) -1,98	17,00	15,02 (1,00)	4,87	1,26	0,00], [(0,00) -3,98	21,00	17,02 (1,00)	4,69	0,73	0,00]]
[[(0,00) -1,98	17,00	15,02 (1,00)	4,87	1,26	0,00], [(0,00) -3,98	20,00	16,02 (0,00)	4,73	0,08	0,00]]
[[(0,00) -1,98	17,00	15,02 (0,00)	4,87	1,26	0,00], [(0,00) -2,98	24,00	21,02 (5,00)	4,62	3,03	0,00]]
[[(0,00) -1,98	17,00	15,02 (0,00)	4,87	1,26	0,00], [(0,00) -2,98	23,00	20,02 (4,00)	4,64	2,26	0,00]]
[[(0,00) -1,98	17,00	15,02 (0,00)	4,87	1,26	0,00], [(0,00) -2,98	22,00	19,02 (3,00)	4,66	1,52	0,00]]
[[(0,00) -1,98	17,00	15,02 (0,00)	4,87	1,26	0,00], [(0,00) -2,98	21,00	18,02 (2,00)	4,68	0,74	0,00]]
[[(0,00) -1,98	17,00	15,02 (0,00)	4,87	1,26	0,00], [(0,00) -2,98	20,00	17,02 (1,00)	4,72	0,07	0,00]]
[[(0,00) -1,98	17,00	15,02 (0,00)	4,87	1,26	0,00], [(0,00) -2,98	19,00	16,02 (0,00)	4,76	0,86	0,00]]
[[(0,00) -1,98	16,00	14,02 (1,00)	4,95	2,09	0,00], [(0,00) -4,98	24,00	19,02 (3,00)	4,64	2,18	0,00]]
[[(0,00) -1,98	16,00	14,02 (1,00)	4,95	2,09	0,00], [(0,00) -4,98	23,00	18,02 (2,00)	4,66	1,42	0,00]]
[[(0,00) -1,98	16,00	14,02 (1,00)	4,95	2,09	0,00], [(0,00) -4,98	22,00	17,02 (1,00)	4,68	0,67	0,00]]
[[(0,00) -1,98	16,00	14,02 (1,00)	4,95	2,09	0,00], [(0,00) -4,98	21,00	16,02 (0,00)	4,71	0,11	0,00]]
[[(0,00) -1,98	16,00	14,02 (0,00)	4,95	2,09	0,00], [(0,00) -3,98	24,00	20,02 (4,00)	4,63	2,19	0,00]]
[[(0,00) -1,98	16,00	14,02 (0,00)	4,95	2,09	0,00], [(0,00) -3,98	23,00	19,02 (3,00)	4,65	1,43	0,00]]
[[(0,00) -1,98	16,00	14,02 (0,00)	4,95	2,09	0,00], [(0,00) -3,98	22,00	18,02 (2,00)	4,67	0,68	0,00]]
[[(0,00) -1,98	16,00	14,02 (0,00)	4,95	2,09	0,00], [(0,00) -3,98	21,00	17,02 (1,00)	4,69	0,10	0,00]]
[[(0,00) -1,98	16,00	14,02 (0,00)	4,95	2,09	0,00], [(0,00) -3,98	20,00	16,02 (0,00)	4,73	0,91	0,00]]
[[(0,00) -1,98	15,00	13,02 (1,00)	5,05	2,95	0,00], [(0,00) -5,98	24,00	18,02 (2,00)	4,66	1,32	0,00]]
[[(0,00) -1,98	15,00	13,02 (1,00)	5,05	2,95	0,00], [(0,00) -5,98	23,00	17,02 (1,00)	4,68	0,56	0,00]]
[[(0,00) -1,98	15,00	13,02 (1,00)	5,05	2,95	0,00], [(0,00) -5,98	22,00	16,02 (0,00)	4,70	0,19	0,00]]
[[(0,00) -1,98	15,00	13,02 (0,00)	5,05	2,95	0,00], [(0,00) -4,98	24,00	19,02 (3,00)	4,64	1,33	0,00]]
[[(0,00) -1,98	15,00	13,02 (0,00)	5,05	2,95	0,00], [(0,00) -4,98	23,00	18,02 (2,00)	4,66	0,57	0,00]]
[[(0,00) -1,98	15,00	13,02 (0,00)	5,05	2,95	0,00], [(0,00) -4,98	22,00	17,02 (1,00)	4,68	0,18	0,00]]
[[(0,00) -1,98	15,00	13,02 (0,00)	5,05	2,95	0,00], [(0,00) -4,98	21,00	16,02 (0,00)	4,71	0,96	0,00]]
