[[-4,98	26,00	21,02	5,68	0,02	0,00], [0,95	20,00	20,95	7,77	0,03	0,00], [0,89	20,00	20,89	7,77	0,03	0,00], [(0,00) 0,83	20,00	20,83 (7,81)	7,77	0,04	0,00]]
[[-4,98	26,00	21,02	5,68	0,02	0,00], [0,95	20,00	20,95	7,77	0,03	0,00], [0,89	20,00	20,89	7,77	0,03	0,00], [(0,00) 0,83	19,00	19,83 (6,81)	8,31	0,04	0,00]]
[[-4,98	26,00	21,02	5,68	0,02	0,00], [0,95	20,00	20,95	7,77	0,03	0,00], [0,89	20,00	20,89	7,77	0,03	0,00], [(0,00) 0,83	18,00	18,83 (5,81)	8,92	0,04	0,00]]
[[-4,98	26,00	21,02	5,68	0,02	0,00], [0,95	20,00	20,95	7,77	0,03	0,00], [0,89	20,00	20,89	7,77	0,03	0,00], [(0,00) 0,83	17,00	17,83 (4,81)	9,58	0,05	0,00]]
[[-4,98	26,00	21,02	5,68	0,02	0,00], [0,95	20,00	20,95	7,77	0,03	0,00], [0,89	19,00	19,89	8,31	0,04	0,00], [(0,00) -0,17	21,00	20,83 (7,81)	7,28	0,04	0,00]]
[[-4,98	26,00	21,02	5,68	0,02	0,00], [0,95	20,00	20,95	7,77	0,03	0,00], [0,89	19,00	19,89	8,31	0,04	0,00], [(0,00) -0,17	20,00	19,83 (6,81)	7,77	0,04	0,00]]
[[-4,98	26,00	21,02	5,68	0,02	0,00], [0,95	20,00	20,95	7,77	0,03	0,00], [0,89	19,00	19,89	8,31	0,04	0,00], [(0,00) -0,17	19,00	18,83 (5,81)	8,32	0,05	0,00]]
[[-4,98	26,00	21,02	5,68	0,02	0,00], [0,95	20,00	20,95	7,77	0,03	0,00], [0,89	19,00	19,89	8,31	0,04	0,00], [(0,00) -0,17	18,00	17,83 (4,81)	8,92	0,05	0,00]]
[[-4,98	26,00	21,02	5,68	0,02	0,00], [0,95	20,00	20,95	7,77	0,03	0,00], [0,89	19,00	19,89	8,31	0,04	0,00], [(0,00) -0,17	17,00	16,83 (3,81)	9,58	0,05	0,00]]
[[-4,98	26,00	21,02	5,68	0,02	0,00], [0,95	20,00	20,95	7,77	0,03	0,00], [0,89	18,00	18,89	8,92	0,04	0,00], [(0,00) -1,17	22,00	20,83 (7,81)	6,86	0,05	0,00]]
[[-4,98	26,00	21,02	5,68	0,02	0,00], [0,95	20,00	20,95	7,77	0,03	0,00], [0,89	18,00	18,89	8,92	0,04	0,00], [(0,00) -1,17	21,00	19,83 (6,81)	7,29	0,05	0,00]]
[[-4,98	26,00	21,02	5,68	0,02	0,00], [0,95	20,00	20,95	7,77	0,03	0,00], [0,89	18,00	18,89	8,92	0,04	0,00], [(0,00) -1,17	20,00	18,83 (5,81)	7,78	0,05	0,00]]
[[-4,98	26,00	21,02	5,68	0,02	0,00], [0,95	20,00	20,95	7,77	0,03	0,00], [0,89	18,00	18,89	8,92	0,04	0,00], [(0,00) -1,17	19,00	17,83 (4,81)	8,33	0,05	0,00]]
[[-4,98	26,00	21,02	5,68	0,02	0,00], [0,95	20,00	20,95	7,77	0,03	0,00], [0,89	18,00	18,89	8,92	0,04	0,00], [(0,00) -1,17	18,00	16,83 (3,81)	8,93	0,06	0,00]]
[[-4,98	26,00	21,02	5,68	0,02	0,00], [0,95	20,00	20,95	7,77	0,03	0,00], [0,89	18,00	18,89	8,92	0,04	0,00], [(0,00) -1,17	17,00	15,83 (2,81)	9,59	0,06	0,00]]
[[-4,98	26,00	21,02	5,68	0,02	0,00], [0,95	20,00	20,95	7,77	0,03	0,00], [0,89	17,00	17,89	9,58	0,04	0,00], [(0,00) -2,17	23,00	20,83 (7,81)	6,49	0,05	0,00]]
[[-4,98	26,00	21,02	5,68	0,02	0,00], [0,95	20,00	20,95	7,77	0,03	0,00], [0,89	17,00	17,89	9,58	0,04	0,00], [(0,00) -2,17	22,00	19,83 (6,81)	6,86	0,05	0,00]]
[[-4,98	26,00	21,02	5,68	0,02	0,00], [0,95	20,00	20,95	7,77	0,03	0,00], [0,89	17,00	17,89	9,58	0,04	0,00], [(0,00) -2,17	21,00	18,83 (5,81)	7,29	0,06	0,00]]
[[-4,98	26,00	21,02	5,68	0,02	0,00], [0,95	20,00	20,95	7,77	0,03	0,00], [0,89	17,00	17,89	9,58	0,04	0,00], [(0,00) -2,17	20,00	17,83 (4,81)	7,78	0,06	0,00]]
[[-4,98	26,00	21,02	5,68	0,02	0,00], [0,95	20,00	20,95	7,77	0,03	0,00], [0,89	17,00	17,89	9,58	0,04	0,00], [(0,00) -2,17	19,00	16,83 (3,81)	8,33	0,06	0,00]]
[[-4,98	26,00	21,02	5,68	0,02	0,00], [0,95	20,00	20,95	7,77	0,03	0,00], [0,89	17,00	17,89	9,58	0,04	0,00], [(0,00) -2,17	18,00	15,83 (2,81)	8,94	0,07	0,00]]
[[-4,98	26,00	21,02	5,68	0,02	0,00], [0,95	20,00	20,95	7,77	0,03	0,00], [0,89	17,00	17,89	9,58	0,04	0,00], [(0,00) -2,17	17,00	14,83 (1,81)	9,60	0,07	0,00]]
[[-4,98	26,00	21,02	5,68	0,02	0,00], [0,95	19,00	19,95	8,31	0,03	0,00], [-0,11	21,00	20,89	7,28	0,04	0,00], [(0,00) 0,83	20,00	20,83 (7,81)	7,77	0,04	0,00]]
[[-4,98	26,00	21,02	5,68	0,02	0,00], [0,95	19,00	19,95	8,31	0,03	0,00], [-0,11	21,00	20,89	7,28	0,04	0,00], [(0,00) 0,83	19,00	19,83 (6,81)	8,31	0,04	0,00]]
[[-4,98	26,00	21,02	5,68	0,02	0,00], [0,95	19,00	19,95	8,31	0,03	0,00], [-0,11	21,00	20,89	7,28	0,04	0,00], [(0,00) 0,83	18,00	18,83 (5,81)	8,92	0,05	0,00]]
[[-4,98	26,00	21,02	5,68	0,02	0,00], [0,95	19,00	19,95	8,31	0,03	0,00], [-0,11	21,00	20,89	7,28	0,04	0,00], [(0,00) 0,83	17,00	17,83 (4,81)	9,58	0,05	0,00]]
[[-4,98	26,00	21,02	5,68	0,02	0,00], [0,95	19,00	19,95	8,31	0,03	0,00], [-0,11	20,00	19,89	7,77	0,04	0,00], [(0,00) -0,17	21,00	20,83 (7,81)	7,28	0,05	0,00]]
[[-4,98	26,00	21,02	5,68	0,02	0,00], [0,95	19,00	19,95	8,31	0,03	0,00], [-0,11	20,00	19,89	7,77	0,04	0,00], [(0,00) -0,17	20,00	19,83 (6,81)	7,77	0,05	0,00]]
[[-4,98	26,00	21,02	5,68	0,02	0,00], [0,95	19,00	19,95	8,31	0,03	0,00], [-0,11	20,00	19,89	7,77	0,04	0,00], [(0,00) -0,17	19,00	18,83 (5,81)	8,32	0,05	0,00]]
[[-4,98	26,00	21,02	5,68	0,02	0,00], [0,95	19,00	19,95	8,31	0,03	0,00], [-0,11	20,00	19,89	7,77	0,04	0,00], [(0,00) -0,17	18,00	17,83 (4,81)	8,92	0,05	0,00]]
